Address: 0x0001d2ee, Set: 0x2E, Miss, Tag: 0x0001D
Address: 0x000dcbed, Set: 0xBE, Miss, Tag: 0x000DC
Address: 0x0001249c, Set: 0x49, Hit, Tag: 0x00012
Address: 0x0001836c, Set: 0x36, Miss, Tag: 0x00018
Address: 0x000a7509, Set: 0x50, Miss, Tag: 0x000A7
Address: 0x000b23c6, Set: 0x3C, Hit, Tag: 0x000B2
Address: 0x00018fce, Set: 0xFC, Miss, Tag: 0x00018
Address: 0x000e3441, Set: 0x44, Miss, Tag: 0x000E3
Address: 0x000993f1, Set: 0x3F, Miss, Tag: 0x00099
Address: 0x000db202, Set: 0x20, Miss, Tag: 0x000DB
Address: 0x000f7d6e, Set: 0xD6, Hit, Tag: 0x000F7
Address: 0x000a8d4e, Set: 0xD4, Hit, Tag: 0x000A8
Address: 0x00092399, Set: 0x39, Hit, Tag: 0x00092
Address: 0x0001a6c4, Set: 0x6C, Miss, Tag: 0x0001A
Address: 0x000aaa84, Set: 0xA8, Miss, Tag: 0x000AA
Address: 0x000bc6e6, Set: 0x6E, Miss, Tag: 0x000BC
Address: 0x00014c4f, Set: 0xC4, Miss, Tag: 0x00014
Address: 0x00011501, Set: 0x50, Miss, Tag: 0x00011
Address: 0x000c6e91, Set: 0xE9, Miss, Tag: 0x000C6
Address: 0x000efffd, Set: 0xFF, Miss, Tag: 0x000EF
Address: 0x0000f96f, Set: 0x96, Miss, Tag: 0x0000F
Address: 0x000b4b6c, Set: 0xB6, Hit, Tag: 0x000B4
Address: 0x000182c4, Set: 0x2C, Hit, Tag: 0x00018
Address: 0x000ac168, Set: 0x16, Hit, Tag: 0x000AC
Address: 0x0001a2e1, Set: 0x2E, Miss, Tag: 0x0001A
Address: 0x00099853, Set: 0x85, Miss, Tag: 0x00099
Address: 0x0000fbac, Set: 0xBA, Hit, Tag: 0x0000F
Address: 0x0008841e, Set: 0x41, Miss, Tag: 0x00088
Address: 0x00014b58, Set: 0xB5, Miss, Tag: 0x00014
Address: 0x000e9695, Set: 0x69, Miss, Tag: 0x000E9
Address: 0x000bb26e, Set: 0x26, Miss, Tag: 0x000BB
Address: 0x000d9f96, Set: 0xF9, Miss, Tag: 0x000D9
Address: 0x000c70d5, Set: 0x0D, Miss, Tag: 0x000C7
Address: 0x000b5b50, Set: 0xB5, Miss, Tag: 0x000B5
Address: 0x000ff434, Set: 0x43, Miss, Tag: 0x000FF
Address: 0x000b366e, Set: 0x66, Miss, Tag: 0x000B3
Address: 0x000b19a6, Set: 0x9A, Miss, Tag: 0x000B1
Address: 0x00009d32, Set: 0xD3, Miss, Tag: 0x00009
Address: 0x0001e876, Set: 0x87, Miss, Tag: 0x0001E
Address: 0x0001a6bf, Set: 0x6B, Hit, Tag: 0x0001A
Address: 0x0000af11, Set: 0xF1, Miss, Tag: 0x0000A
Address: 0x00015cde, Set: 0xCD, Miss, Tag: 0x00015
Address: 0x0001007a, Set: 0x07, Miss, Tag: 0x00010
Address: 0x0000bf10, Set: 0xF1, Miss, Tag: 0x0000B
Address: 0x00015679, Set: 0x67, Miss, Tag: 0x00015
Address: 0x00009f36, Set: 0xF3, Miss, Tag: 0x00009
Address: 0x00008abd, Set: 0xAB, Hit, Tag: 0x00008
Address: 0x000168fd, Set: 0x8F, Miss, Tag: 0x00016
Address: 0x00010888, Set: 0x88, Miss, Tag: 0x00010
Address: 0x00093de7, Set: 0xDE, Miss, Tag: 0x00093
Address: 0x000f4c90, Set: 0xC9, Miss, Tag: 0x000F4
Address: 0x000a8d4e, Set: 0xD4, Hit, Tag: 0x000A8
Address: 0x0009bbd1, Set: 0xBD, Miss, Tag: 0x0009B
Address: 0x0001a12a, Set: 0x12, Hit, Tag: 0x0001A
Address: 0x000128c9, Set: 0x8C, Hit, Tag: 0x00012
Address: 0x00010526, Set: 0x52, Miss, Tag: 0x00010
Address: 0x0001e4bb, Set: 0x4B, Miss, Tag: 0x0001E
Address: 0x0000b558, Set: 0x55, Miss, Tag: 0x0000B
Address: 0x000bd894, Set: 0x89, Miss, Tag: 0x000BD
Address: 0x00019e93, Set: 0xE9, Miss, Tag: 0x00019
Address: 0x000d904c, Set: 0x04, Miss, Tag: 0x000D9
Address: 0x000c8cc6, Set: 0xCC, Hit, Tag: 0x000C8
Address: 0x0000d902, Set: 0x90, Miss, Tag: 0x0000D
Address: 0x00012344, Set: 0x34, Miss, Tag: 0x00012
Address: 0x00012316, Set: 0x31, Hit, Tag: 0x00012
Address: 0x000b9f3c, Set: 0xF3, Miss, Tag: 0x000B9
Address: 0x0001e969, Set: 0x96, Miss, Tag: 0x0001E
Address: 0x00019855, Set: 0x85, Miss, Tag: 0x00019
Address: 0x0001f222, Set: 0x22, Hit, Tag: 0x0001F
Address: 0x00008e7f, Set: 0xE7, Hit, Tag: 0x00008
Address: 0x0000858c, Set: 0x58, Miss, Tag: 0x00008
Address: 0x000fda8e, Set: 0xA8, Hit, Tag: 0x000FD
Address: 0x00010ff9, Set: 0xFF, Miss, Tag: 0x00010
Address: 0x0001da34, Set: 0xA3, Miss, Tag: 0x0001D
Address: 0x000b72fc, Set: 0x2F, Miss, Tag: 0x000B7
Address: 0x000874fe, Set: 0x4F, Miss, Tag: 0x00087
Address: 0x0000cfa6, Set: 0xFA, Hit, Tag: 0x0000C
Address: 0x0008b4a5, Set: 0x4A, Hit, Tag: 0x0008B
Address: 0x0000db85, Set: 0xB8, Hit, Tag: 0x0000D
Address: 0x0001ba4f, Set: 0xA4, Miss, Tag: 0x0001B
Address: 0x000186c7, Set: 0x6C, Miss, Tag: 0x00018
Address: 0x000e5e46, Set: 0xE4, Miss, Tag: 0x000E5
Address: 0x0001703f, Set: 0x03, Hit, Tag: 0x00017
Address: 0x0009cdd7, Set: 0xDD, Miss, Tag: 0x0009C
Address: 0x0001b514, Set: 0x51, Miss, Tag: 0x0001B
Address: 0x00016ec6, Set: 0xEC, Hit, Tag: 0x00016
Address: 0x000fdc4f, Set: 0xC4, Miss, Tag: 0x000FD
Address: 0x0001b042, Set: 0x04, Hit, Tag: 0x0001B
Address: 0x000e0473, Set: 0x47, Hit, Tag: 0x000E0
Address: 0x00093fec, Set: 0xFE, Miss, Tag: 0x00093
Address: 0x0009f3c1, Set: 0x3C, Miss, Tag: 0x0009F
Address: 0x000fccc7, Set: 0xCC, Miss, Tag: 0x000FC
Address: 0x000e4bf2, Set: 0xBF, Miss, Tag: 0x000E4
Address: 0x0000ee3b, Set: 0xE3, Miss, Tag: 0x0000E
Address: 0x00014bee, Set: 0xBE, Hit, Tag: 0x00014
Address: 0x0001de18, Set: 0xE1, Hit, Tag: 0x0001D
Address: 0x0001e39c, Set: 0x39, Hit, Tag: 0x0001E
Address: 0x00091856, Set: 0x85, Miss, Tag: 0x00091
Address: 0x000be1ab, Set: 0x1A, Hit, Tag: 0x000BE
Address: 0x0000858c, Set: 0x58, Hit, Tag: 0x00008
Address: 0x000f0a33, Set: 0xA3, Miss, Tag: 0x000F0
Address: 0x000c748e, Set: 0x48, Miss, Tag: 0x000C7
Address: 0x000174a9, Set: 0x4A, Miss, Tag: 0x00017
Address: 0x000122c4, Set: 0x2C, Hit, Tag: 0x00012
Address: 0x000c71bb, Set: 0x1B, Miss, Tag: 0x000C7
Address: 0x0001706b, Set: 0x06, Miss, Tag: 0x00017
Address: 0x0001a8b1, Set: 0x8B, Miss, Tag: 0x0001A
Address: 0x0001ad7c, Set: 0xD7, Hit, Tag: 0x0001A
Address: 0x000120d9, Set: 0x0D, Miss, Tag: 0x00012
Address: 0x000e5e46, Set: 0xE4, Hit, Tag: 0x000E5
Address: 0x000134c4, Set: 0x4C, Hit, Tag: 0x00013
Address: 0x000824d4, Set: 0x4D, Miss, Tag: 0x00082
Address: 0x000ce744, Set: 0x74, Miss, Tag: 0x000CE
Address: 0x000874fe, Set: 0x4F, Hit, Tag: 0x00087
Address: 0x00018fa0, Set: 0xFA, Hit, Tag: 0x00018
Address: 0x0001d72e, Set: 0x72, Hit, Tag: 0x0001D
Address: 0x0001c6b6, Set: 0x6B, Miss, Tag: 0x0001C
Address: 0x00015d06, Set: 0xD0, Miss, Tag: 0x00015
Address: 0x000b18f9, Set: 0x8F, Miss, Tag: 0x000B1
Address: 0x000bcf10, Set: 0xF1, Miss, Tag: 0x000BC
Address: 0x000d55c3, Set: 0x5C, Hit, Tag: 0x000D5
Address: 0x00014840, Set: 0x84, Miss, Tag: 0x00014
Address: 0x000aeb0f, Set: 0xB0, Miss, Tag: 0x000AE
Address: 0x000b2d98, Set: 0xD9, Miss, Tag: 0x000B2
Address: 0x000ac30f, Set: 0x30, Hit, Tag: 0x000AC
Address: 0x000c764c, Set: 0x64, Hit, Tag: 0x000C7
Address: 0x0000c9f7, Set: 0x9F, Hit, Tag: 0x0000C
Address: 0x0001d97d, Set: 0x97, Hit, Tag: 0x0001D
Address: 0x000134c2, Set: 0x4C, Hit, Tag: 0x00013
Address: 0x0001dc78, Set: 0xC7, Miss, Tag: 0x0001D
Address: 0x0001db70, Set: 0xB7, Miss, Tag: 0x0001D
Address: 0x000adea9, Set: 0xEA, Miss, Tag: 0x000AD
Address: 0x00018fce, Set: 0xFC, Hit, Tag: 0x00018
Address: 0x000b366e, Set: 0x66, Hit, Tag: 0x000B3
Address: 0x000d008f, Set: 0x08, Miss, Tag: 0x000D0
Address: 0x0001efdd, Set: 0xFD, Hit, Tag: 0x0001E
Address: 0x000b7b0f, Set: 0xB0, Miss, Tag: 0x000B7
Address: 0x000bb59d, Set: 0x59, Miss, Tag: 0x000BB
Address: 0x000138a1, Set: 0x8A, Miss, Tag: 0x00013
Address: 0x000ec736, Set: 0x73, Miss, Tag: 0x000EC
Address: 0x000a55eb, Set: 0x5E, Miss, Tag: 0x000A5
Address: 0x0008b704, Set: 0x70, Hit, Tag: 0x0008B
Address: 0x000ff05a, Set: 0x05, Miss, Tag: 0x000FF
Address: 0x000f4b10, Set: 0xB1, Miss, Tag: 0x000F4
Address: 0x00015c46, Set: 0xC4, Miss, Tag: 0x00015
Address: 0x00091ef4, Set: 0xEF, Miss, Tag: 0x00091
Address: 0x0009d6bb, Set: 0x6B, Miss, Tag: 0x0009D
Address: 0x000bdadb, Set: 0xAD, Miss, Tag: 0x000BD
Address: 0x000e161a, Set: 0x61, Miss, Tag: 0x000E1
Address: 0x00008065, Set: 0x06, Miss, Tag: 0x00008
Address: 0x000d4577, Set: 0x57, Miss, Tag: 0x000D4
Address: 0x000d7ced, Set: 0xCE, Miss, Tag: 0x000D7
Address: 0x00013ed7, Set: 0xED, Hit, Tag: 0x00013
Address: 0x00008a4a, Set: 0xA4, Miss, Tag: 0x00008
Address: 0x0000d1ad, Set: 0x1A, Miss, Tag: 0x0000D
Address: 0x0009c222, Set: 0x22, Hit, Tag: 0x0009C
Address: 0x0001c39f, Set: 0x39, Miss, Tag: 0x0001C
Address: 0x00018b09, Set: 0xB0, Miss, Tag: 0x00018
Address: 0x00012586, Set: 0x58, Miss, Tag: 0x00012
Address: 0x000954aa, Set: 0x4A, Miss, Tag: 0x00095
Address: 0x000bea57, Set: 0xA5, Miss, Tag: 0x000BE
Address: 0x0000c082, Set: 0x08, Miss, Tag: 0x0000C
Address: 0x0001e4bb, Set: 0x4B, Hit, Tag: 0x0001E
Address: 0x0000c7e9, Set: 0x7E, Miss, Tag: 0x0000C
Address: 0x000f1930, Set: 0x93, Hit, Tag: 0x000F1
Address: 0x000a7509, Set: 0x50, Hit, Tag: 0x000A7
Address: 0x00088751, Set: 0x75, Miss, Tag: 0x00088
Address: 0x000d0384, Set: 0x38, Miss, Tag: 0x000D0
Address: 0x0001a69a, Set: 0x69, Miss, Tag: 0x0001A
Address: 0x0001f6fc, Set: 0x6F, Miss, Tag: 0x0001F
Address: 0x00019735, Set: 0x73, Hit, Tag: 0x00019
Address: 0x00015ad7, Set: 0xAD, Miss, Tag: 0x00015
Address: 0x000929fc, Set: 0x9F, Hit, Tag: 0x00092
Address: 0x000b5e27, Set: 0xE2, Miss, Tag: 0x000B5
Address: 0x0008d663, Set: 0x66, Miss, Tag: 0x0008D
Address: 0x000d1e75, Set: 0xE7, Miss, Tag: 0x000D1
Address: 0x000eace1, Set: 0xCE, Miss, Tag: 0x000EA
Address: 0x00017a4b, Set: 0xA4, Miss, Tag: 0x00017
Address: 0x000aaea4, Set: 0xEA, Miss, Tag: 0x000AA
Address: 0x0000ca47, Set: 0xA4, Miss, Tag: 0x0000C
Address: 0x000133d0, Set: 0x3D, Miss, Tag: 0x00013
Address: 0x000f6b01, Set: 0xB0, Miss, Tag: 0x000F6
Address: 0x000d7ced, Set: 0xCE, Hit, Tag: 0x000D7
Address: 0x00019c32, Set: 0xC3, Hit, Tag: 0x00019
Address: 0x0008903a, Set: 0x03, Miss, Tag: 0x00089
Address: 0x000192ee, Set: 0x2E, Miss, Tag: 0x00019
Address: 0x0000d4ac, Set: 0x4A, Miss, Tag: 0x0000D
Address: 0x0000cafd, Set: 0xAF, Miss, Tag: 0x0000C
Address: 0x000a52e1, Set: 0x2E, Hit, Tag: 0x000A5
Address: 0x000d777c, Set: 0x77, Miss, Tag: 0x000D7
Address: 0x000d42cb, Set: 0x2C, Miss, Tag: 0x000D4
Address: 0x000128c9, Set: 0x8C, Hit, Tag: 0x00012
Address: 0x000cb025, Set: 0x02, Miss, Tag: 0x000CB
Address: 0x00010fbc, Set: 0xFB, Hit, Tag: 0x00010
Address: 0x000a1c0d, Set: 0xC0, Miss, Tag: 0x000A1
Address: 0x0000bf10, Set: 0xF1, Hit, Tag: 0x0000B
Address: 0x0000b948, Set: 0x94, Hit, Tag: 0x0000B
Address: 0x000b2d98, Set: 0xD9, Hit, Tag: 0x000B2
Address: 0x0008f076, Set: 0x07, Miss, Tag: 0x0008F
Address: 0x0000f1d9, Set: 0x1D, Miss, Tag: 0x0000F
Address: 0x0001d065, Set: 0x06, Hit, Tag: 0x0001D
Address: 0x0000c082, Set: 0x08, Hit, Tag: 0x0000C
Address: 0x000e1073, Set: 0x07, Miss, Tag: 0x000E1
Address: 0x000125fc, Set: 0x5F, Miss, Tag: 0x00012
Address: 0x00017703, Set: 0x70, Miss, Tag: 0x00017
Address: 0x0001ea23, Set: 0xA2, Miss, Tag: 0x0001E
Address: 0x000844eb, Set: 0x4E, Miss, Tag: 0x00084
Address: 0x0000b90c, Set: 0x90, Miss, Tag: 0x0000B
Address: 0x000125c1, Set: 0x5C, Miss, Tag: 0x00012
Address: 0x0001607f, Set: 0x07, Miss, Tag: 0x00016
Address: 0x000a49d7, Set: 0x9D, Miss, Tag: 0x000A4
Address: 0x0000a248, Set: 0x24, Hit, Tag: 0x0000A
Address: 0x00016014, Set: 0x01, Miss, Tag: 0x00016
Address: 0x000986fa, Set: 0x6F, Miss, Tag: 0x00098
Address: 0x00013ea3, Set: 0xEA, Miss, Tag: 0x00013
Address: 0x00010526, Set: 0x52, Hit, Tag: 0x00010
Address: 0x000d9f96, Set: 0xF9, Hit, Tag: 0x000D9
Address: 0x000e5f93, Set: 0xF9, Miss, Tag: 0x000E5
Address: 0x00015679, Set: 0x67, Hit, Tag: 0x00015
Address: 0x000105d2, Set: 0x5D, Miss, Tag: 0x00010
Address: 0x000da0ce, Set: 0x0C, Miss, Tag: 0x000DA
Address: 0x000b4569, Set: 0x56, Hit, Tag: 0x000B4
Address: 0x0000b321, Set: 0x32, Miss, Tag: 0x0000B
Address: 0x00012032, Set: 0x03, Hit, Tag: 0x00012
Address: 0x000c886a, Set: 0x86, Miss, Tag: 0x000C8
Address: 0x0001bf05, Set: 0xF0, Miss, Tag: 0x0001B
Address: 0x000fccc7, Set: 0xCC, Hit, Tag: 0x000FC
Address: 0x000f8cf1, Set: 0xCF, Miss, Tag: 0x000F8
Address: 0x000ff33e, Set: 0x33, Miss, Tag: 0x000FF
Address: 0x000897be, Set: 0x7B, Miss, Tag: 0x00089
Address: 0x00018b09, Set: 0xB0, Hit, Tag: 0x00018
Address: 0x000894de, Set: 0x4D, Miss, Tag: 0x00089
Address: 0x000f599b, Set: 0x99, Miss, Tag: 0x000F5
Address: 0x00011958, Set: 0x95, Miss, Tag: 0x00011
Address: 0x0001bf05, Set: 0xF0, Hit, Tag: 0x0001B
Address: 0x0000a864, Set: 0x86, Miss, Tag: 0x0000A
Address: 0x000ac29a, Set: 0x29, Miss, Tag: 0x000AC
Address: 0x00087a89, Set: 0xA8, Hit, Tag: 0x00087
Address: 0x000c9287, Set: 0x28, Miss, Tag: 0x000C9
Address: 0x000f2078, Set: 0x07, Miss, Tag: 0x000F2
Address: 0x000f6b96, Set: 0xB9, Miss, Tag: 0x000F6
Address: 0x000af8e9, Set: 0x8E, Hit, Tag: 0x000AF
Address: 0x000b19a6, Set: 0x9A, Hit, Tag: 0x000B1
Address: 0x0001c20b, Set: 0x20, Miss, Tag: 0x0001C
Address: 0x0001a705, Set: 0x70, Hit, Tag: 0x0001A
Address: 0x000b13c3, Set: 0x3C, Miss, Tag: 0x000B1
Address: 0x0009efc3, Set: 0xFC, Miss, Tag: 0x0009E
Address: 0x000ec159, Set: 0x15, Hit, Tag: 0x000EC
Address: 0x0001825f, Set: 0x25, Miss, Tag: 0x00018
Address: 0x00088291, Set: 0x29, Miss, Tag: 0x00088
Address: 0x0001ef13, Set: 0xF1, Miss, Tag: 0x0001E
Address: 0x000c317f, Set: 0x17, Miss, Tag: 0x000C3
Address: 0x00099eb8, Set: 0xEB, Miss, Tag: 0x00099
Address: 0x000178f8, Set: 0x8F, Hit, Tag: 0x00017
Address: 0x000eead2, Set: 0xAD, Miss, Tag: 0x000EE
Address: 0x000eb2d1, Set: 0x2D, Miss, Tag: 0x000EB
Address: 0x0001b520, Set: 0x52, Miss, Tag: 0x0001B
Address: 0x0001ae56, Set: 0xE5, Miss, Tag: 0x0001A
Address: 0x000d904c, Set: 0x04, Hit, Tag: 0x000D9
Address: 0x00016285, Set: 0x28, Miss, Tag: 0x00016
Address: 0x000d81fb, Set: 0x1F, Miss, Tag: 0x000D8
Address: 0x00018468, Set: 0x46, Hit, Tag: 0x00018
Address: 0x0001b595, Set: 0x59, Miss, Tag: 0x0001B
Address: 0x0000ea3b, Set: 0xA3, Hit, Tag: 0x0000E
Address: 0x0000e164, Set: 0x16, Hit, Tag: 0x0000E
Address: 0x000dee9c, Set: 0xE9, Miss, Tag: 0x000DE
Address: 0x0000ddab, Set: 0xDA, Miss, Tag: 0x0000D
Address: 0x000a0549, Set: 0x54, Miss, Tag: 0x000A0
Address: 0x00010fbc, Set: 0xFB, Hit, Tag: 0x00010
Address: 0x0008b8a3, Set: 0x8A, Hit, Tag: 0x0008B
Address: 0x00094728, Set: 0x72, Hit, Tag: 0x00094
Address: 0x00018f2b, Set: 0xF2, Miss, Tag: 0x00018
Address: 0x000fbddb, Set: 0xDD, Miss, Tag: 0x000FB
Address: 0x0009d6bb, Set: 0x6B, Hit, Tag: 0x0009D
Address: 0x00099c16, Set: 0xC1, Miss, Tag: 0x00099
Address: 0x0000d746, Set: 0x74, Miss, Tag: 0x0000D
Address: 0x000195f1, Set: 0x5F, Miss, Tag: 0x00019
Address: 0x00011501, Set: 0x50, Hit, Tag: 0x00011
Address: 0x0009207c, Set: 0x07, Hit, Tag: 0x00092
Address: 0x000e1aaf, Set: 0xAA, Miss, Tag: 0x000E1
Address: 0x0000fed0, Set: 0xED, Miss, Tag: 0x0000F
Address: 0x0001249c, Set: 0x49, Hit, Tag: 0x00012
Address: 0x00011dfe, Set: 0xDF, Miss, Tag: 0x00011
Address: 0x00015c46, Set: 0xC4, Hit, Tag: 0x00015
Address: 0x0001416c, Set: 0x16, Hit, Tag: 0x00014
Address: 0x0008b9fd, Set: 0x9F, Miss, Tag: 0x0008B
Address: 0x000182eb, Set: 0x2E, Hit, Tag: 0x00018
Address: 0x000e331a, Set: 0x31, Miss, Tag: 0x000E3
Address: 0x00014eec, Set: 0xEE, Miss, Tag: 0x00014
Address: 0x000d93b4, Set: 0x3B, Miss, Tag: 0x000D9
Address: 0x000089fd, Set: 0x9F, Miss, Tag: 0x00008
Address: 0x0009c089, Set: 0x08, Miss, Tag: 0x0009C
Address: 0x0009827a, Set: 0x27, Hit, Tag: 0x00098
Address: 0x000aafce, Set: 0xFC, Miss, Tag: 0x000AA
Address: 0x0000af9b, Set: 0xF9, Hit, Tag: 0x0000A
Address: 0x00015f01, Set: 0xF0, Miss, Tag: 0x00015
Address: 0x00016b81, Set: 0xB8, Miss, Tag: 0x00016
Address: 0x0000fcc0, Set: 0xCC, Miss, Tag: 0x0000F
Address: 0x000e4bd9, Set: 0xBD, Miss, Tag: 0x000E4
Address: 0x000f9a73, Set: 0xA7, Miss, Tag: 0x000F9
Address: 0x000083f1, Set: 0x3F, Miss, Tag: 0x00008
Address: 0x000d9bea, Set: 0xBE, Hit, Tag: 0x000D9
Address: 0x0001e48e, Set: 0x48, Miss, Tag: 0x0001E
Address: 0x0000fa67, Set: 0xA6, Miss, Tag: 0x0000F
Address: 0x000853b6, Set: 0x3B, Miss, Tag: 0x00085
Address: 0x0001f857, Set: 0x85, Miss, Tag: 0x0001F
Address: 0x00019458, Set: 0x45, Miss, Tag: 0x00019
Address: 0x000f97c7, Set: 0x7C, Miss, Tag: 0x000F9
Address: 0x000d04ea, Set: 0x4E, Hit, Tag: 0x000D0
Address: 0x000b19a6, Set: 0x9A, Hit, Tag: 0x000B1
Address: 0x0000dac0, Set: 0xAC, Miss, Tag: 0x0000D
Address: 0x00012f40, Set: 0xF4, Miss, Tag: 0x00012
Address: 0x00018358, Set: 0x35, Miss, Tag: 0x00018
Address: 0x000ad8c2, Set: 0x8C, Miss, Tag: 0x000AD
Address: 0x0000f2a5, Set: 0x2A, Hit, Tag: 0x0000F
Address: 0x0001c434, Set: 0x43, Miss, Tag: 0x0001C
Address: 0x000d140a, Set: 0x40, Hit, Tag: 0x000D1
Address: 0x0008d5cd, Set: 0x5C, Miss, Tag: 0x0008D
Address: 0x00080209, Set: 0x20, Miss, Tag: 0x00080
Address: 0x00093708, Set: 0x70, Miss, Tag: 0x00093
Address: 0x000f34c6, Set: 0x4C, Miss, Tag: 0x000F3
Address: 0x0001a1eb, Set: 0x1E, Miss, Tag: 0x0001A
Address: 0x0001d0ce, Set: 0x0C, Miss, Tag: 0x0001D
Address: 0x00019397, Set: 0x39, Hit, Tag: 0x00019
Address: 0x000a0549, Set: 0x54, Hit, Tag: 0x000A0
Address: 0x000e1133, Set: 0x13, Miss, Tag: 0x000E1
Address: 0x000e4964, Set: 0x96, Miss, Tag: 0x000E4
Address: 0x000b13c3, Set: 0x3C, Hit, Tag: 0x000B1
Address: 0x000a0020, Set: 0x02, Hit, Tag: 0x000A0
Address: 0x00016876, Set: 0x87, Miss, Tag: 0x00016
Address: 0x000138a1, Set: 0x8A, Hit, Tag: 0x00013
Address: 0x0000c7e9, Set: 0x7E, Hit, Tag: 0x0000C
Address: 0x0001292b, Set: 0x92, Miss, Tag: 0x00012
Address: 0x0000be45, Set: 0xE4, Miss, Tag: 0x0000B
Address: 0x00015ee7, Set: 0xEE, Miss, Tag: 0x00015
Address: 0x000ccca4, Set: 0xCA, Miss, Tag: 0x000CC
Address: 0x00094523, Set: 0x52, Miss, Tag: 0x00094
Address: 0x0001e557, Set: 0x55, Hit, Tag: 0x0001E
Address: 0x000b55b1, Set: 0x5B, Miss, Tag: 0x000B5
Address: 0x0000cf57, Set: 0xF5, Hit, Tag: 0x0000C
Address: 0x0001b629, Set: 0x62, Miss, Tag: 0x0001B
Address: 0x000a374a, Set: 0x74, Miss, Tag: 0x000A3
Address: 0x0000af01, Set: 0xF0, Miss, Tag: 0x0000A
Address: 0x0001eec0, Set: 0xEC, Miss, Tag: 0x0001E
Address: 0x0008d0b5, Set: 0x0B, Hit, Tag: 0x0008D
Address: 0x000984d9, Set: 0x4D, Miss, Tag: 0x00098
Address: 0x000f5953, Set: 0x95, Miss, Tag: 0x000F5
Address: 0x0001a69a, Set: 0x69, Hit, Tag: 0x0001A
Address: 0x00084481, Set: 0x48, Miss, Tag: 0x00084
Address: 0x0000d488, Set: 0x48, Miss, Tag: 0x0000D
Address: 0x0000ee3b, Set: 0xE3, Hit, Tag: 0x0000E
Address: 0x000d0a3c, Set: 0xA3, Miss, Tag: 0x000D0
Address: 0x00087a89, Set: 0xA8, Hit, Tag: 0x00087
Address: 0x00019437, Set: 0x43, Miss, Tag: 0x00019
Address: 0x000eace1, Set: 0xCE, Hit, Tag: 0x000EA
Address: 0x000874fe, Set: 0x4F, Hit, Tag: 0x00087
Address: 0x000192ee, Set: 0x2E, Hit, Tag: 0x00019
Address: 0x0000f1f0, Set: 0x1F, Miss, Tag: 0x0000F
Address: 0x00017919, Set: 0x91, Miss, Tag: 0x00017
Address: 0x000a6ebc, Set: 0xEB, Miss, Tag: 0x000A6
Address: 0x00014969, Set: 0x96, Miss, Tag: 0x00014
Address: 0x0000d885, Set: 0x88, Hit, Tag: 0x0000D
Address: 0x000978be, Set: 0x8B, Hit, Tag: 0x00097
Address: 0x000cca65, Set: 0xA6, Miss, Tag: 0x000CC
Address: 0x00017480, Set: 0x48, Hit, Tag: 0x00017
Address: 0x0001023c, Set: 0x23, Miss, Tag: 0x00010
Address: 0x000a8303, Set: 0x30, Miss, Tag: 0x000A8
Address: 0x000b6c89, Set: 0xC8, Miss, Tag: 0x000B6
Address: 0x0000fc5a, Set: 0xC5, Miss, Tag: 0x0000F
Address: 0x000c1e9f, Set: 0xE9, Miss, Tag: 0x000C1
Address: 0x0000bd85, Set: 0xD8, Miss, Tag: 0x0000B
Address: 0x000a374a, Set: 0x74, Hit, Tag: 0x000A3
Address: 0x000ba537, Set: 0x53, Hit, Tag: 0x000BA
Address: 0x0000c97b, Set: 0x97, Miss, Tag: 0x0000C
Address: 0x0001f233, Set: 0x23, Miss, Tag: 0x0001F
Address: 0x00019906, Set: 0x90, Hit, Tag: 0x00019
Address: 0x000f8ef2, Set: 0xEF, Miss, Tag: 0x000F8
Address: 0x0001f233, Set: 0x23, Hit, Tag: 0x0001F
Address: 0x000d7ae5, Set: 0xAE, Hit, Tag: 0x000D7
Address: 0x000da28f, Set: 0x28, Miss, Tag: 0x000DA
Address: 0x0001f22b, Set: 0x22, Hit, Tag: 0x0001F
Address: 0x000c081f, Set: 0x81, Miss, Tag: 0x000C0
Address: 0x000083f1, Set: 0x3F, Hit, Tag: 0x00008
Address: 0x000f92e0, Set: 0x2E, Hit, Tag: 0x000F9
Address: 0x000a32e8, Set: 0x2E, Miss, Tag: 0x000A3
Address: 0x000f75ab, Set: 0x5A, Hit, Tag: 0x000F7
Address: 0x0000bd4e, Set: 0xD4, Hit, Tag: 0x0000B
Address: 0x0001f2ff, Set: 0x2F, Hit, Tag: 0x0001F
Address: 0x000844eb, Set: 0x4E, Hit, Tag: 0x00084
Address: 0x000e1aaf, Set: 0xAA, Hit, Tag: 0x000E1
Address: 0x00011f16, Set: 0xF1, Miss, Tag: 0x00011
Address: 0x000ce2b2, Set: 0x2B, Miss, Tag: 0x000CE
Address: 0x00019c32, Set: 0xC3, Hit, Tag: 0x00019
Address: 0x000e161a, Set: 0x61, Hit, Tag: 0x000E1
Address: 0x000192ee, Set: 0x2E, Hit, Tag: 0x00019
Address: 0x000125c1, Set: 0x5C, Hit, Tag: 0x00012
Address: 0x0001d648, Set: 0x64, Hit, Tag: 0x0001D
Address: 0x00009f41, Set: 0xF4, Hit, Tag: 0x00009
Address: 0x00011d09, Set: 0xD0, Miss, Tag: 0x00011
Address: 0x00018dd3, Set: 0xDD, Hit, Tag: 0x00018
Address: 0x000c9d75, Set: 0xD7, Miss, Tag: 0x000C9
Address: 0x0001cc59, Set: 0xC5, Hit, Tag: 0x0001C
